"","year","ward","cost","category","program","description"
"25571",2022,45,53890.1,"Streets & Transportation","Street Resurfacing (2022)","ON N MENARD AVE FROM W CARMEN AVE (5100 N) TO W FOSTER AVE (5200 N)"
"25572",2022,45,44909.33,"Streets & Transportation","Street Resurfacing (2022)","ON N MONITOR AVE FROM 5450 N TO N NORTHWEST HWY (5410 N)"
"25573",2022,45,55689.33,"Streets & Transportation","Street Resurfacing (2022)","ON W AINSLIE ST FROM N CICERO AVE (4800 W) TO N LAMON AVE (4900 W)"
"25574",2022,45,40495.62,"Streets & Transportation","Street Resurfacing (2022)","ON W AINSLIE ST FROM W GROVER ST (5640 W) TO N MAJOR AVE (5700 W)"
"25575",2022,45,61145.45,"Streets & Transportation","Street Resurfacing (2022)","ON W GUNNISON ST FROM N LECLAIRE AVE (5100 W) TO N LARAMIE AVE (5199 W)"
"25576",2022,45,205246.96,"Streets & Transportation","Street Resurfacing (2022)","ON W HUTCHINSON ST FROM N CICERO AVE (4800 W) TO N LARAMIE AVE (5200 W)"
"25577",2022,45,50043.4,"Streets & Transportation","Street Resurfacing (2022)","ON W LELAND AVE FROM N MAJOR AVE (5700 W) TO N CENTRAL AVE (5600 W)"
"25578",2022,45,89186.45,"Streets & Transportation","Street Resurfacing (2022)","ON W PENSACOLA AVE FROM N MILWAUKEE AVE (5050 W) TO N LARAMIE AVE (5200 W)"
"25579",2022,45,69981.41,"Streets & Transportation","Street Resurfacing (2022)","ON W WINONA ST FROM N LOCKWOOD AVE (5300 W) TO N LONG AVE (5400 W)"
"25580",2022,45,2350,"Streets & Transportation","Street Speed Hump (2022)","5472 N MENARD AVE"
"25581",2022,45,0,"Streets & Transportation","Street Speed Hump Replacement (2022)","ON N MENARD AVE FROM W CARMEN AVE (5100 N) TO W FOSTER AVE (5200 N)"
"25582",2022,45,0,"Streets & Transportation","Street Speed Hump Replacement (2022)","ON W AINSLIE ST FROM W GROVER ST (5640 W) TO N MAJOR AVE (5700 W)"
"25583",2022,45,0,"Streets & Transportation","Street Speed Hump Replacement (2022)","ON W GUNNISON ST FROM N LECLAIRE AVE (5100 W) TO N LARAMIE AVE (5199 W)"
"25584",2022,45,0,"Streets & Transportation","Street Speed Hump Replacement (2022)","ON W HUTCHINSON ST FROM N CICERO AVE (4800 W) TO N LARAMIE AVE (5200 W)"
"25585",2022,45,0,"Streets & Transportation","Street Speed Hump Replacement (2022)","ON W PENSACOLA AVE FROM N MILWAUKEE AVE (5050 W) TO N LARAMIE AVE (5200 W)"
"25586",2022,46,123880,"Miscellaneous","CLARK&WILSON; NE MONTROSE&HAZEL; SW","N CLARENDON AVE & W MONTROSE AVE; N CLARK ST & W MONTROSE AVE; N CLARK ST &"
"25587",2022,46,45782.48,"Streets & Transportation","Alley Resurfacing (2022)","N SHERIDAN RD & W BUENA AVE&W MONTROSE AVE & N KENMORE AVE"
"25588",2022,46,50000,"Streets & Transportation","Arterial Street Bump Outs (2022)","W AGATITE AVE & N CLARENDON AVE"
"25589",2022,46,17500,"Bike Infrastructure","Bike Lane/Marked Shared Lane (2022)","ON N WINTHROP AVE FROM W LELAND AVE (4700 N) TO W AINSLIE ST (4900 N)"
"25590",2022,46,37265.33,"Streets & Transportation","Concrete Alley (2022)","W DAKIN ST & N SEMINARY AVE&N SHERIDAN RD & W IRVING PARK RD"
"25591",2022,46,58057.47,"Streets & Transportation","Concrete Alley (2022)","W MONTROSE AVE & N MARINE DR&N CLARENDON AVE & W JUNIOR TER; 4300 N MARINE"
"25592",2022,46,2986.75,"Streets & Transportation","Curb & Gutter (2022)","1304 W SUNNYSIDE AVE"
"25593",2022,46,3900,"Streets & Transportation","Miscellaneous CDOT Projects (2022)","3940 N SHERIDAN RD"
"25594",2022,46,8300,"Streets & Transportation","Miscellaneous CDOT Projects (2022)","4558 N BROADWAY"
"25595",2022,46,3900,"Streets & Transportation","Miscellaneous CDOT Projects (2022)","N LAKE SHORE DR & W WAVELAND AVE"
"25596",2022,46,3900,"Streets & Transportation","Miscellaneous CDOT Projects (2022)","W IRVING PARK RD & N SHERIDAN RD"
"25597",2022,46,1175.28,"Streets & Transportation","Sidewalk (2022)","4417-4419 N MAGNOLIA AVE"
"25598",2022,46,3535.28,"Streets & Transportation","Sidewalk (2022)","4506-4509 N MAGNOLIA AVE"
"25599",2022,46,30414.74,"Streets & Transportation","Sidewalk (2022)","4560 N BROADWAY; 4545 N BROADWAY"
"25600",2022,46,991.2,"Streets & Transportation","Sidewalk (2022)","4734 N MARINE DR"
"25601",2022,46,4471.02,"Streets & Transportation","Sidewalk (2022)","4801-4807 N WINTHROP AVE"
"25602",2022,46,2944.34,"Streets & Transportation","Sidewalk (2022)","841-843 W GUNNISON ST"
"25603",2022,46,3535.28,"Streets & Transportation","Sidewalk (2022)","915-917 W GUNNISON ST"
"25604",2022,46,6359.02,"Streets & Transportation","Sidewalk (2022)","925 W GUNNISON ST"
"25605",2022,46,2734.77,"Streets & Transportation","Sidewalk (2022)","939-941 W GUNNISON ST"
"25606",2022,46,14000,"Streets & Transportation","Speed Indicator Signs (2022)","808 W HUTCHINSON ST"
"25607",2022,46,14000,"Streets & Transportation","Speed Indicator Signs (2022)","N BROADWAY & W WAVELAND AVE"
"25608",2022,46,14000,"Streets & Transportation","Speed Indicator Signs (2022)","N CLARENDON AVE & W BITTERSWEET PL; 4140 N MARINE DR"
"25609",2022,46,11000,"Streets & Transportation","Speed Indicator Signs (2022)","W MONTROSE AVE & N BEACON ST; 4420 N BEACON ST"
"25610",2022,46,53037.89,"Streets & Transportation","Street Bump Outs (2022)","4507 N MARINE DR"
"25611",2022,46,12463.37,"Streets & Transportation","Street Bump Outs (2022)","N MARINE DR & W BUENA AVE"
"25612",2022,46,95572.85,"Streets & Transportation","Street Bump Outs (2022)","ON W LELAND AVE FROM N CLARK ST (1500 W) TO N WINTHROP AVE (1100 W)"
"25613",2022,46,99923.41,"Streets & Transportation","Street Bump Outs (2022)","W WILSON AVE & N DOVER ST"
"25614",2022,46,184217.52,"Streets & Transportation","Street Bump Outs (2022)","W WILSON AVE & N MALDEN ST"
"25615",2022,46,6842.91,"Beautification","Street Light Pole Painting (2022)","ON W LAWRENCE AVE FROM N LSD LAWRENCE AV XR (730 W) TO N CLARK ST (1500 W)"
"25616",2022,46,44245.17,"Streets & Transportation","Street Resurfacing (2022)","ON N CLIFTON AVE FROM W WILSON AVE (4600 N) TO N BROADWAY (4722 N)"
"25617",2022,46,43978.36,"Streets & Transportation","Street Resurfacing (2022)","ON N KENMORE AVE FROM W GRACE ST (3800 N) TO W BYRON ST (3900 N)"
"25618",2022,46,124105.39,"Streets & Transportation","Street Resurfacing (2022)","ON N MALDEN ST FROM W MONTROSE AVE (4400 N) TO W WILSON AVE (4600 N)"
"25619",2022,46,41568.8,"Streets & Transportation","Street Resurfacing (2022)","ON N PINE GROVE AVE FROM W ADDISON ST (3600 N) TO W PATTERSON AVE (3640 N)"
"25620",2022,46,87588.15,"Streets & Transportation","Street Resurfacing (2022)","ON N PINE GROVE AVE FROM W WAVELAND AVE (3700 N) TO W GRACE ST (3800 N)"
"25621",2022,46,45587.27,"Streets & Transportation","Street Resurfacing (2022)","ON N WILTON AVE FROM W GRACE ST (3800 N) TO W SHERIDAN RD (3900 N)"
"25622",2022,46,52405.45,"Streets & Transportation","Street Resurfacing (2022)","ON W BROMPTON AVE FROM N LAKE SHORE DR (500 W) TO N PINE GROVE AVE (600 W)"
"25623",2022,46,73705.23,"Streets & Transportation","Street Resurfacing (2022)","ON W DAKIN ST FROM N BROADWAY (800 W) TO N SHERIDAN RD (1000 W)"
"25624",2022,46,67775.26,"Streets & Transportation","Street Resurfacing (2022)","ON W GRACE ST FROM N LAKE SHORE DR (600 W) TO N PINE GROVE AVE (700 W)"
"25625",2022,46,2350,"Streets & Transportation","Street Speed Hump (2022)","ON W LELAND AVE FROM N SHERIDAN RD (1000 W) TO N KENMORE AVE (1035 W)"
"25626",2022,46,0,"Streets & Transportation","Street Speed Hump Replacement (2022)","ON N CLIFTON AVE FROM W WILSON AVE (4600 N) TO N BROADWAY (4722 N)"
"25627",2022,46,0,"Streets & Transportation","Street Speed Hump Replacement (2022)","ON N PINE GROVE AVE FROM W ADDISON ST (3600 N) TO W PATTERSON AVE (3640 N)"
"25628",2022,46,0,"Streets & Transportation","Street Speed Hump Replacement (2022)","ON N PINE GROVE AVE FROM W WAVELAND AVE (3700 N) TO W GRACE ST (3800 N)"
"25629",2022,46,0,"Streets & Transportation","Street Speed Hump Replacement (2022)","ON W BROMPTON AVE FROM N LAKE SHORE DR (500 W) TO N PINE GROVE AVE (600 W)"
"25630",2022,46,0,"Streets & Transportation","Street Speed Hump Replacement (2022)","ON W GRACE ST FROM N LAKE SHORE DR (600 W) TO N PINE GROVE AVE (700 W)"
"25631",2022,47,11934.49,"Streets & Transportation","Alley Apron (2022)","1925 W LARCHMONT AVE"
"25632",2022,47,35488.59,"Streets & Transportation","Alley Resurfacing (2022)","4501 N WINCHESTER AVE; N WINCHESTER AVE & W WILSON AVE&W SUNNYSIDE AVE & N"
"25633",2022,47,28589.06,"Streets & Transportation","Alley Resurfacing (2022)","N ASHLAND AVE & W SUNNYSIDE AVE&N PAULINA ST & W WILSON AVE"
"25634",2022,47,41511.03,"Streets & Transportation","Alley Resurfacing (2022)","N DAMEN AVE & W LAWRENCE AVE&W LELAND AVE & N WINCHESTER AVE"
"25635",2022,47,32716.11,"Streets & Transportation","Alley Resurfacing (2022)","W ADDISON ST & N ASHLAND AVE&N MARSHFIELD AVE & W CORNELIA AVE"
"25636",2022,47,49210.64,"Streets & Transportation","Alley Resurfacing (2022)","W BERTEAU AVE & N CAMPBELL AVE&N WESTERN AVE & W HUTCHINSON ST"
"25637",2022,47,700,"Streets & Transportation","Alley Speed Hump (2022)","2445 W CULLOM AVE"
"25638",2022,47,700,"Streets & Transportation","Alley Speed Hump (2022)","N RAVENSWOOD AVE E & W WILSON AVE&W LELAND AVE & N HERMITAGE AVE"
"25639",2022,47,0,"Streets & Transportation","Alley Speed Hump Replacement (2022)","N ASHLAND AVE & W SUNNYSIDE AVE&N PAULINA ST & W WILSON AVE"
"25640",2022,47,0,"Streets & Transportation","Alley Speed Hump Replacement (2022)","N DAMEN AVE & W LAWRENCE AVE&W LELAND AVE & N WINCHESTER AVE"
"25641",2022,47,0,"Streets & Transportation","Alley Speed Hump Replacement (2022)","W ADDISON ST & N ASHLAND AVE&N MARSHFIELD AVE & W CORNELIA AVE"
"25642",2022,47,0,"Streets & Transportation","Alley Speed Hump Replacement (2022)","W BERTEAU AVE & N CAMPBELL AVE&N WESTERN AVE & W HUTCHINSON ST"
"25643",2022,47,19091.9,"Streets & Transportation","Arterial Street Bump Outs (2022)","N DAMEN AVE & W BELLE PLAINE AVE"
"25644",2022,47,17404.08,"Streets & Transportation","Curb & Gutter (2022)","1909 W BYRON ST"
"25645",2022,47,15982.48,"Streets & Transportation","Curb & Gutter (2022)","2400 W CUYLER AVE"
"25646",2022,47,8752.53,"Streets & Transportation","Curb & Gutter (2022)","3742 N CLAREMONT AVE"
"25647",2022,47,42227.82,"Streets & Transportation","Curb & Gutter (2022)","3944 N CLAREMONT AVE"
"25648",2022,47,21184.51,"Streets & Transportation","Curb & Gutter (2022)","4216 N CLARK ST"
"25649",2022,47,1385.86,"Streets & Transportation","Curb & Gutter (2022)","4237 N PAULINA ST"
"25650",2022,47,2072.08,"Streets & Transportation","Curb & Gutter (2022)","4300 N DAMEN AVE; ON W CULLOM AVE FROM N DAMEN AVE (2000 W) TO N HOYNE AVE"
"25651",2022,47,2850,"Lighting","Floodlight (2022)","3538 N LINCOLN AVE"
"25652",2022,47,950,"Lighting","Floodlight (2022)","4813 N LINCOLN AVE"
"25653",2022,47,350,"Streets & Transportation","In-Road ""State Law Stop For Pedestrians"" Sign","N CAMPBELL AVE & W WAVELAND AVE"
"25654",2022,47,350,"Streets & Transportation","In-Road ""State Law Stop For Pedestrians"" Sign","N CLARK ST & W WINONA ST"
"25655",2022,47,350,"Streets & Transportation","In-Road ""State Law Stop For Pedestrians"" Sign","N DAMEN AVE & W EASTWOOD AVE"
"25656",2022,47,350,"Streets & Transportation","In-Road ""State Law Stop For Pedestrians"" Sign","N LINCOLN AVE & W BERENICE AVE"
"25657",2022,47,600,"Streets & Transportation","In-Road ""State Law Stop For Pedestrians"" Sign","W ADDISON ST & N HERMITAGE AVE"
"25658",2022,47,600,"Streets & Transportation","In-Road ""State Law Stop For Pedestrians"" Sign","W ADDISON ST & N HOYNE AVE"
"25659",2022,47,1200,"Streets & Transportation","In-Road ""State Law Stop For Pedestrians"" Sign","W ADDISON ST & N OAKLEY AVE"
"25660",2022,47,600,"Streets & Transportation","In-Road ""State Law Stop For Pedestrians"" Sign","W MONTROSE AVE & N CLAREMONT AVE"
"25661",2022,47,350,"Streets & Transportation","In-Road ""State Law Stop For Pedestrians"" Sign","W MONTROSE AVE & N HERMITAGE AVE"
"25662",2022,47,600,"Streets & Transportation","In-Road ""State Law Stop For Pedestrians"" Sign","W MONTROSE AVE & N MAPLEWOOD AVE"
"25663",2022,47,350,"Streets & Transportation","In-Road ""State Law Stop For Pedestrians"" Sign","W MONTROSE AVE & N SEELEY AVE"
"25664",2022,47,600,"Streets & Transportation","In-Road ""State Law Stop For Pedestrians"" Sign","W MONTROSE AVE & N WINCHESTER AVE"
"25665",2022,47,350,"Streets & Transportation","In-Road ""State Law Stop For Pedestrians"" Sign","W WILSON AVE & N GREENVIEW AVE"
"25666",2022,47,600,"Streets & Transportation","In-Road ""State Law Stop For Pedestrians"" Sign","W WILSON AVE & N WINCHESTER AVE"
"25667",2022,47,5956,"Schools & Libraries","Lake View High School Picnic Tables","4015 N ASHLAND AVE"
"25668",2022,47,11345.98,"Streets & Transportation","Miscellaneous CDOT Projects (2022)","N WESTERN AVE & W BELLE PLAINE AVE"
"25669",2022,47,200,"Streets & Transportation","Pavement Markings (2022)","N CLARK ST & W ARGYLE ST"
"25670",2022,47,2282,"Streets & Transportation","Pavement Markings (2022)","W GIDDINGS ST & N HAMILTON AVE"
"25671",2022,47,1600,"Streets & Transportation","Pavement Markings (2022)","W MONTROSE AVE & N DAMEN AVE"
"25672",2022,47,100000,"Miscellaneous","People Spot Project in Various Locations",""
"25673",2022,47,54000,"Parks & Recreation","Revere Park Drinking Fountains","2509 W IRVING PARK RD"
"25674",2022,47,19676.74,"Streets & Transportation","Sidewalk (2022)","1930 W WILSON AVE"
"25675",2022,47,5028.45,"Streets & Transportation","Sidewalk (2022)","1952 W PATTERSON AVE"
"25676",2022,47,6407.87,"Streets & Transportation","Sidewalk (2022)","2143 W WARNER AVE"
"25677",2022,47,6231.34,"Streets & Transportation","Sidewalk (2022)","2220-2222 W WILSON AVE"
"25678",2022,47,6172.58,"Streets & Transportation","Sidewalk (2022)","3626 N CLAREMONT AVE"
"25679",2022,47,9286.95,"Streets & Transportation","Sidewalk (2022)","4246 N ASHLAND AVE"
"25680",2022,47,34431.69,"Streets & Transportation","Sidewalk (2022)","4405-4437 N ASHLAND AVE"
"25681",2022,47,1116.04,"Streets & Transportation","Sidewalk (2022)","4754 N LEAVITT ST"
"25682",2022,47,74139.12,"Streets & Transportation","Sidewalk (2022)","4950 N ASHLAND AVE; ON N ASHLAND AVE FROM W AINSLIE ST (4900 N) TO W WINNEMAC"
"25683",2022,47,14000,"Streets & Transportation","Speed Indicator Signs (2022)","2654 W WILSON AVE; W WILSON AVE & N VIRGINIA AVE"
"25684",2022,47,2955.29,"Streets & Transportation","Speed Indicator Signs (2022)","W IRVING PARK RD & N GREENVIEW AVE; 1466-1468 W IRVING PARK RD; 1511 W IRVING"
"25685",2022,47,12436.01,"Streets & Transportation","Street Bump Outs (2022)","N CAMPBELL AVE & W CUYLER AVE"
"25686",2022,47,13012.06,"Streets & Transportation","Street Bump Outs (2022)","N HOYNE AVE & W CORNELIA AVE"
"25687",2022,47,7061.7,"Streets & Transportation","Street Bump Outs (2022)","N LEAVITT ST & W CUYLER AVE"
"25688",2022,47,22459.68,"Streets & Transportation","Street Bump Outs (2022)","N LEAVITT ST & W EASTWOOD AVE"
"25689",2022,47,24190.64,"Streets & Transportation","Street Bump Outs (2022)","N LEAVITT ST & W GIDDINGS ST"
"25690",2022,47,12990.36,"Streets & Transportation","Street Bump Outs (2022)","N MARSHFIELD AVE & W CORNELIA AVE"
"25691",2022,47,14608.11,"Streets & Transportation","Street Bump Outs (2022)","N PAULINA ST & W CORNELIA AVE"
"25692",2022,47,15243.65,"Streets & Transportation","Street Bump Outs (2022)","W AINSLIE ST & N LEAVITT ST"
"25693",2022,47,30193.11,"Streets & Transportation","Street Bump Outs (2022)","W BELLE PLAINE AVE & N LEAVITT ST"
"25694",2022,47,2998.97,"Streets & Transportation","Street Bump Outs (2022)","W BERTEAU AVE & N WESTERN AVE; ON W BERTEAU AVE FROM N WESTERN AVE (2400 W)"
"25695",2022,47,7658.46,"Streets & Transportation","Street Bump Outs (2022)","W CORNELIA AVE & N HAMILTON AVE"
"25696",2022,47,14004.97,"Streets & Transportation","Street Bump Outs (2022)","W CULLOM AVE & N HOYNE AVE"
"25697",2022,47,500,"Lighting","Street Light Upgrade (2022)","2250 W ADDISON ST"
"25698",2022,47,382.33,"Lighting","Street Light Upgrade (2022)","3553 N MARSHFIELD AVE"
"25699",2022,47,750,"Lighting","Street Light Upgrade (2022)","N CAMPBELL AVE & W EASTWOOD AVE"
"25700",2022,47,14640.73,"Streets & Transportation","Street Resurfacing (2022)","4142 N DAMEN AVE"
"25701",2022,47,21471.08,"Streets & Transportation","Street Resurfacing (2022)","ON N CAMPBELL AVE FROM W BERTEAU AVE (4200 N) TO W HUTCHINSON ST (4230 N)"
"25702",2022,47,57581.31,"Streets & Transportation","Street Resurfacing (2022)","ON N HAMILTON AVE FROM W WINDSOR AVE (4530 N) TO W WILSON AVE (4600 N)"
"25703",2022,47,53605.93,"Streets & Transportation","Street Resurfacing (2022)","ON N HERMITAGE AVE FROM W WAVELAND AVE (3700 N) TO W ADDISON ST (3600 N)"
"25704",2022,47,67172.66,"Streets & Transportation","Street Resurfacing (2022)","ON N HERMITAGE AVE FROM W WAVELAND AVE (3700 N) TO W GRACE ST (3800 N)"
"25705",2022,47,13816.33,"Streets & Transportation","Street Resurfacing (2022)","ON N RAVENSWOOD AVE W FROM W ROSCOE ST (3400 N) TO W NEWPORT AVE (3430 N)"
"25706",2022,47,24314.57,"Streets & Transportation","Street Resurfacing (2022)","ON N VIRGINIA AVE FROM W WINDSOR AVE (4530 N) TO W WILSON AVE (4600 N)"
"25707",2022,47,12721.22,"Streets & Transportation","Street Resurfacing (2022)","ON N WOLCOTT AVE FROM W ARGYLE ST (5000 N) TO W WINNEMAC AVE (5030 N)"
"25708",2022,47,24586.54,"Streets & Transportation","Street Resurfacing (2022)","ON N WOLCOTT AVE FROM W SUNNYSIDE AVE (4500 N) TO W WILSON AVE (4600 N)"
"25709",2022,47,36863.63,"Streets & Transportation","Street Resurfacing (2022)","ON W BERENICE AVE FROM N WESTERN AVE (2400 W) TO N CAMPBELL AVE (2500 W)"
"25710",2022,47,51093.46,"Streets & Transportation","Street Resurfacing (2022)","ON W CULLOM AVE FROM N WESTERN AVE (2400 W) TO N CAMPBELL AVE (2500 W)"
"25711",2022,47,45221.57,"Streets & Transportation","Street Resurfacing (2022)","ON W CUYLER AVE FROM N RAVENSWOOD AVE (1800 W) TO N WOLCOTT AVE (1900 W)"
"25712",2022,47,24822.64,"Streets & Transportation","Street Resurfacing (2022)","ON W CUYLER AVE FROM N SOUTHPORT AVE (1400 W) TO N GREENVIEW AVE (1500 W)"
"25713",2022,47,35900.7,"Streets & Transportation","Street Resurfacing (2022)","ON W LELAND AVE FROM N ASHLAND AVE (1600 W) TO N CLARK ST (1500 W)"
"25714",2022,47,37315.03,"Streets & Transportation","Street Resurfacing (2022)","ON W LELAND AVE FROM N RAVENSWOOD AVE E (1800 W) TO N WOLCOTT AVE (1900 W)"
"25715",2022,47,32824.05,"Streets & Transportation","Street Resurfacing (2022)","ON W WILSON AVE FROM N CAMPBELL AVE (2500 W) TO N MAPLEWOOD AVE (2530 W)"
"25716",2022,47,4700,"Streets & Transportation","Street Speed Hump (2022)","ON N CLAREMONT AVE FROM W CORNELIA AVE (3500 N) TO W ADDISON ST (3600 N)"
"25717",2022,47,4700,"Streets & Transportation","Street Speed Hump (2022)","ON N LEAVITT ST FROM W BELLE PLAINE AVE (4100 N) TO W BERTEAU AVE (4200 N)"
"25718",2022,47,2350,"Streets & Transportation","Street Speed Hump (2022)","ON N PAULINA ST FROM W CORNELIA AVE (3500 N) TO W ADDISON ST (3600 N)"
"25719",2022,47,2050,"Streets & Transportation","Street Speed Hump (2022)","ON N WOLCOTT AVE FROM W LARCHMONT AVE (3930 N) TO W IRVING PARK RD (4000 N)"
"25720",2022,47,4700,"Streets & Transportation","Street Speed Hump (2022)","ON W BELLE PLAINE AVE FROM N LEAVITT ST (2200 W) TO N OAKLEY AVE (2300 W)"
"25721",2022,47,0,"Streets & Transportation","Street Speed Hump Replacement (2022)","ON N HERMITAGE AVE FROM W GRACE ST (3800 N) TO W WAVELAND AVE (3700 N)"
"25722",2022,47,0,"Streets & Transportation","Street Speed Hump Replacement (2022)","ON W BERENICE AVE FROM N WESTERN AVE (2400 W) TO N CAMPBELL AVE (2500 W)"
"25723",2022,47,0,"Streets & Transportation","Street Speed Hump Replacement (2022)","ON W CUYLER AVE FROM N RAVENSWOOD AVE (1800 W) TO N WOLCOTT AVE (1900 W)"
"25724",2022,47,24000,"Streets & Transportation","Street Traffic Circle (2022)","N GREENVIEW AVE & W BELLE PLAINE AVE"
"25725",2022,48,647.27,"Streets & Transportation","Alley Apron (2022)","6149 N GLENWOOD AVE; N GLENWOOD AVE & W HOOD AVE&W GRANVILLE AVE & N"
"25726",2022,48,5958.74,"Streets & Transportation","Alley Resurfacing (2022)","1421 W BERWYN AVE; W BERWYN AVE & N GLENWOOD AVE&N CLARK ST & W FARRAGUT"
"25727",2022,48,45910.6,"Streets & Transportation","Alley Resurfacing (2022)","N GLENWOOD AVE & W BRYN MAWR AVE&W OLIVE AVE & N CLARK ST"
"25728",2022,48,34647.89,"Streets & Transportation","Alley Resurfacing (2022)","N KENMORE AVE & W FOSTER AVE&W BERWYN AVE & N WINTHROP AVE"
"25729",2022,48,11085.66,"Streets & Transportation","Alley Resurfacing (2022)","N MAGNOLIA AVE & W HOLLYWOOD AVE&N RIDGE AVE & N MAGNOLIA AVE; 5648 N"
"25730",2022,48,24857.54,"Streets & Transportation","Alley Resurfacing (2022)","N SHERIDAN RD & W HOLLYWOOD AVE&W BRYN MAWR AVE & N KENMORE AVE"
"25731",2022,48,10094.83,"Streets & Transportation","Alley Resurfacing (2022)","N WINTHROP AVE & W GLENLAKE AVE; N BROADWAY & W GRANVILLE AVE"
"25732",2022,48,15776.23,"Streets & Transportation","Alley Resurfacing (2022)","W ARGYLE ST & N KENMORE AVE&N SHERIDAN RD & W AINSLIE ST; 4900 N SHERIDAN RD"
"25733",2022,48,43819.86,"Streets & Transportation","Alley Resurfacing (2022)","W GRANVILLE AVE & N MAGNOLIA AVE; N BROADWAY & W ROSEMONT AVE"
"25734",2022,48,30520.85,"Streets & Transportation","Alley Resurfacing (2022)","W HOLLYWOOD AVE & N KENMORE AVE&N SHERIDAN RD & W ARDMORE AVE"
"25735",2022,48,1400,"Streets & Transportation","Alley Speed Hump (2022)","1400 W BALMORAL AVE; W BALMORAL AVE & N CLARK ST&N GLENWOOD AVE & W"
"25736",2022,48,0,"Streets & Transportation","Alley Speed Hump (2022)","W HOLLYWOOD AVE & N KENMORE AVE&N SHERIDAN RD & W ARDMORE AVE"
"25737",2022,48,0,"Streets & Transportation","Alley Speed Hump Replacement (2022)","1111 W GRANVILLE AVE"
"25738",2022,48,0,"Streets & Transportation","Alley Speed Hump Replacement (2022)","N KENMORE AVE & W FOSTER AVE&W BERWYN AVE & N WINTHROP AVE"
"25739",2022,48,0,"Streets & Transportation","Alley Speed Hump Replacement (2022)","N SHERIDAN RD & W HOLLYWOOD AVE&W BRYN MAWR AVE & N KENMORE AVE"
"25740",2022,48,1823.69,"Streets & Transportation","Curb & Gutter (2022)","1224 W BERWYN AVE"
"25741",2022,48,35364.6,"Streets & Transportation","Curb & Gutter (2022)","1301-1321 W HOOD AVE"
"25742",2022,48,5417.85,"Streets & Transportation","Curb & Gutter (2022)","1329 W ROSEDALE AVE"
"25743",2022,48,4454.5,"Streets & Transportation","Curb & Gutter (2022)","1400-1402 W HOOD AVE"
"25744",2022,48,2377.7,"Streets & Transportation","Curb & Gutter (2022)","5300 N WAYNE AVE"
"25745",2022,48,19825.42,"Streets & Transportation","Curb & Gutter (2022)","6220 N GLENWOOD AVE"
"25746",2022,48,1431.34,"Streets & Transportation","Curb & Gutter (2022)","6322 N GREENVIEW AVE"
"25747",2022,48,600,"Streets & Transportation","In-Road ""State Law Stop For Pedestrians"" Sign","N CLARK ST & W HOLLYWOOD AVE"
"25748",2022,48,600,"Streets & Transportation","In-Road ""State Law Stop For Pedestrians"" Sign","N CLARK ST & W RASCHER AVE"
"25749",2022,48,600,"Streets & Transportation","In-Road ""State Law Stop For Pedestrians"" Sign","N CLARK ST & W SUMMERDALE AVE"
"25750",2022,48,500000,"Streets & Transportation","Miscellaneous CDOT Projects (2022)","ON N BROADWAY FROM W AINSLIE ST (4899 N) TO W DEVON AVE (6399 N)"
"25751",2022,48,15904.24,"Schools & Libraries","Mosaic Installation at Stephen K. Kayt Elementary School","1518 W GRANVILLE AVE"
"25752",2022,48,4316.01,"Streets & Transportation","Sidewalk (2022)","1049 W BRYN MAWR AVE"
"25753",2022,48,2676.24,"Streets & Transportation","Sidewalk (2022)","1205 W THORNDALE AVE"
"25754",2022,48,15107.21,"Streets & Transportation","Sidewalk (2022)","1321 W BERWYN AVE"
"25755",2022,48,6210.34,"Streets & Transportation","Sidewalk (2022)","1339 W CATALPA AVE"
"25756",2022,48,478.61,"Streets & Transportation","Sidewalk (2022)","1414 W NORWOOD ST"
"25757",2022,48,2571.22,"Streets & Transportation","Sidewalk (2022)","5236 N GLENWOOD AVE"
"25758",2022,48,408.99,"Streets & Transportation","Sidewalk (2022)","5306 N WINTHROP AVE"
"25759",2022,48,5046.39,"Streets & Transportation","Sidewalk (2022)","5316 N WAYNE AVE"
"25760",2022,48,2508.21,"Streets & Transportation","Sidewalk (2022)","5412 N WAYNE AVE"
"25761",2022,48,2571.22,"Streets & Transportation","Sidewalk (2022)","5444 N MAGNOLIA AVE"
"25762",2022,48,3573.75,"Streets & Transportation","Sidewalk (2022)","5714 N RIDGE AVE"
"25763",2022,48,2988.94,"Streets & Transportation","Sidewalk (2022)","6242 N LAKEWOOD AVE"
"25764",2022,48,145921.22,"Streets & Transportation","Sidewalk (2022)","ON N BROADWAY FROM 5351 N TO W BERWYN AVE (5300 N)"
"25765",2022,48,56705.66,"Streets & Transportation","Sidewalk (2022)","ON N BROADWAY FROM 5515 N TO W CATALPA AVE (5500 N)"
"25766",2022,48,60249.72,"Streets & Transportation","Street Resurfacing (2022)","ON N KENMORE AVE FROM W GRANVILLE AVE (6200 N) TO W ROSEMONT AVE (6300 N)"
"25767",2022,48,21144.71,"Streets & Transportation","Street Resurfacing (2022)","ON N LAKEWOOD AVE FROM W THORNDALE AVE (5930 N) TO W ELMDALE AVE (6000 N)"
"25768",2022,48,94052.88,"Streets & Transportation","Street Resurfacing (2022)","ON N WINTHROP AVE FROM W ARDMORE AVE (5800 N) TO W THORNDALE AVE (5900 N)"
